"","White","Black","HispLat","Asian","PacIsl","NatAm","RaceNA"
"uof_count",40.2986292428198,31.4376631853786,3.72062663185379,3.60639686684073,0.628263707571802,0.995430809399478,19.3129895561358
"pop_count",66.5931288099114,7.22995249704842,6.41330670511755,14.0720758087667,0.419182113154676,0.529897139535225,0
"difference",-26.2944995670916,24.2077106883302,-2.69268007326376,-10.465678941926,0.209081594417126,0.465533669864252,19.3129895561358
