"","White","Black","NatAm","Asian","PacIsl","HispLat","RaceNA"
"uof_count",40.3091265947007,31.4524043179588,0.997710173372588,3.61465489041544,0.629702322538436,3.72096826954531,19.2754334314688
"pop_count",66.5931288099114,7.22995249704842,0.529897139535225,14.0720758087667,0.419182113154676,6.41330670511755,0
"difference",-26.2840022152107,24.2224518209104,0.467813033837362,-10.4574209183513,0.21052020938376,-2.69233843557224,19.2754334314688
