"","White","Black","HispLat","Asian","PacIsl","NatAm","RaceNA"
"uof_count",40.3117858308848,31.4397649363369,3.72184133202742,3.60757427358799,0.628468821416912,0.995755794972249,19.2948090107738
"pop_count",66.5931288099114,7.22995249704842,6.41330670511755,14.0720758087667,0.419182113154676,0.529897139535225,0
"difference",-26.2813429790267,24.2098124392885,-2.69146537309013,-10.4645015351787,0.209286708262235,0.465858655437024,19.2948090107738
